Tumor,Year,ICD10,Sex,Autonomous_Community,Burden_Measure,Crude_Rate,Arsenic(As),Benzo(a)pyrene(B(a)P),Cadmium(Cd),Nickel(Ni),Particulate_Matter(PM2.5),Lead(Pb),Annual_Mean_Temperature,Absolute_Maximum_Temperature,Absolute_Minimum_Temperature,Total_Precipitation,Rainy_Days,Tropical_Nights,Rice_Euros,Rice_Kg,Sugar_Euros,Sugar_Kg,Spirits_Euros,Spirits_Kg,Pastries_Cakes_Biscuits_Cereals_Euros,Pastries_Cakes_Biscuits_Cereals_Kg,Coffee_Infusions_Euros,Coffee_Infusions_Kg,Meat_Euros,Meat_Kg,Beer_Euros,Beer_Kg,Chocolate_Cocoa_Substitutes_Euros,Chocolate_Cocoa_Substitutes_Kg,Dairy_Products_Euros,Dairy_Products_Kg,Fresh_Fruit_Euros,Fresh_Fruit_Kg,Eggs_Euros,Eggs_Kg,Liquid_Milk_Euros,Liquid_Milk_Kg,Legumes_Euros,Legumes_Kg,Bread_Euros,Bread_Kg,Pasta_Euros,Pasta_Kg,Potatoes_Euros,Potatoes_Kg,Fish_Seafood_Euros,Fish_Seafood_Kg,Ready_Meals_Euros,Ready_Meals_Kg,Wine_Euros,Wine_Kg,Juices_Euros,Juices_Kg,Total_Fatalities_30_Days,Total_Hospitalized_Injuries_30_Days,Total_Non_Hospitalized_Injuries_30_Days,Total_Vehicles,Minor_Occupational_Accidents,Serious_Occupational_Accidents,Fatal_Occupational_Accidents,Occupational_Accident_Incidence_Rate,Deaths_Minor_Workplace_Accidents,Deaths_Serious_Workplace_Accidents,Deaths_Fatal_Workplace_Accidents,Deaths_Minor_Commuting_Accidents,Deaths_Serious_Commuting_Accidents,Deaths_Fatal_Commuting_Accidents,Net_Household_Income,Economically_Active_Population_Thousands,Economically_Inactive_Population_Thousands,Employed_Population_Thousands,Unemployed_Population_Thousands,Population,At_Risk_of_Poverty_Rate,Population_At_Risk_of_Poverty,Severe_Material_and_Social_Deprivation,Living_in_Households_with_Low_Work_Intensity
1,2023,1,3,6,1,5.95,0.24,0.11,0.12,1.84,8.39,0.0,15.9,41.4,-3.1,1170.4,160.0,7.0,7.067,3.189,3.759,2.396,8.627,0.75,72.21,13.315,26.45,1.691,287.335,34.588,23.005,13.965,33.988,3.786,143.597,33.464,144.954,69.491,36.391,11.68,68.605,71.462,10.334,5.011,72.877,25.927,8.351,3.439,29.304,23.595,178.598,17.619,71.866,14.935,25.971,8.337,10.311,7.572,24.0,126.0,1371.0,2027.0,0.0,0.0,0.0,2805.8,6168.0,41.0,13.0,812.0,4.0,2.0,33373.0,2219.5,1829.6,2038.8,180.4,588387.0,22.0,15.2,6.2,9.8
1,2023,1,3,6,2,16.82,0.24,0.11,0.12,1.84,8.39,0.0,15.9,41.4,-3.1,1170.4,160.0,7.0,7.067,3.189,3.759,2.396,8.627,0.75,72.21,13.315,26.45,1.691,287.335,34.588,23.005,13.965,33.988,3.786,143.597,33.464,144.954,69.491,36.391,11.68,68.605,71.462,10.334,5.011,72.877,25.927,8.351,3.439,29.304,23.595,178.598,17.619,71.866,14.935,25.971,8.337,10.311,7.572,24.0,126.0,1371.0,2027.0,0.0,0.0,0.0,2805.8,6168.0,41.0,13.0,812.0,4.0,2.0,33373.0,2219.5,1829.6,2038.8,180.4,588387.0,22.0,15.2,6.2,9.8
1,2023,1,3,7,1,6.12,0.2,0.08,0.6,1.43,7.23,0.01,12.77,39.16,-7.58,395.49,94.62,2.0,6.562,2.976,4.292,2.862,8.288,0.742,81.802,14.361,27.693,1.693,405.408,49.004,25.064,14.978,29.988,3.534,135.091,30.663,173.918,92.09,29.314,9.319,81.283,84.326,7.287,3.282,82.998,32.226,8.537,3.677,31.619,26.341,219.963,22.097,70.766,14.319,17.414,5.916,6.676,5.43,167.0,623.0,4632.0,6185.0,0.0,0.0,0.0,26664.0,26459.0,198.0,39.0,2806.0,34.0,13.0,31863.0,8958.5,7631.3,8091.0,867.6,2383703.0,22.4,18.2,6.4,7.3
1,2023,1,3,7,2,16.43,0.2,0.08,0.6,1.43,7.23,0.01,12.77,39.16,-7.58,395.49,94.62,2.0,6.562,2.976,4.292,2.862,8.288,0.742,81.802,14.361,27.693,1.693,405.408,49.004,25.064,14.978,29.988,3.534,135.091,30.663,173.918,92.09,29.314,9.319,81.283,84.326,7.287,3.282,82.998,32.226,8.537,3.677,31.619,26.341,219.963,22.097,70.766,14.319,17.414,5.916,6.676,5.43,167.0,623.0,4632.0,6185.0,0.0,0.0,0.0,26664.0,26459.0,198.0,39.0,2806.0,34.0,13.0,31863.0,8958.5,7631.3,8091.0,867.6,2383703.0,22.4,18.2,6.4,7.3
1,2023,1,3,8,1,4.87,0.16,0.14,0.11,0.63,5.99,0.0,15.6,40.42,-6.1,379.4,74.8,23.0,7.228,3.462,3.921,2.581,7.424,0.602,73.121,12.741,23.31,1.306,350.001,44.568,29.466,20.468,26.491,3.289,120.104,27.507,137.723,71.977,24.754,8.088,70.049,72.372,7.384,3.303,69.029,26.562,8.923,3.892,29.018,23.85,180.244,17.867,79.715,15.618,11.207,4.788,6.278,5.082,123.0,382.0,3714.0,4696.0,0.0,0.0,0.0,18201.0,25920.0,199.0,35.0,1972.0,29.0,2.0,29965.0,8250.8,5834.8,7160.6,1090.2,2084086.0,31.7,25.5,8.5,6.8
1,2023,1,3,8,2,12.95,0.16,0.14,0.11,0.63,5.99,0.0,15.6,40.42,-6.1,379.4,74.8,23.0,7.228,3.462,3.921,2.581,7.424,0.602,73.121,12.741,23.31,1.306,350.001,44.568,29.466,20.468,26.491,3.289,120.104,27.507,137.723,71.977,24.754,8.088,70.049,72.372,7.384,3.303,69.029,26.562,8.923,3.892,29.018,23.85,180.244,17.867,79.715,15.618,11.207,4.788,6.278,5.082,123.0,382.0,3714.0,4696.0,0.0,0.0,0.0,18201.0,25920.0,199.0,35.0,1972.0,29.0,2.0,29965.0,8250.8,5834.8,7160.6,1090.2,2084086.0,31.7,25.5,8.5,6.8
1,2023,1,3,9,1,5.03,0.74,0.28,0.22,2.91,10.92,0.01,15.9,42.65,-7.3,309.8,63.5,19.0,10.576,4.271,3.772,2.305,12.902,0.968,87.547,13.014,43.326,1.878,385.576,43.017,33.932,17.867,31.434,3.225,176.956,34.571,183.173,84.875,29.557,8.824,54.867,54.226,8.952,4.087,72.975,26.079,15.641,5.504,36.224,27.119,227.924,19.242,115.753,21.13,36.289,10.027,10.703,7.119,288.0,1681.0,28799.0,41251.0,0.0,0.0,0.0,11996.3,94946.0,551.0,83.0,19080.0,189.0,32.0,38888.0,32951.8,20625.8,29876.2,3075.7,7901963.0,21.2,13.9,8.9,6.6
1,2023,1,3,9,2,15.05,0.74,0.28,0.22,2.91,10.92,0.01,15.9,42.65,-7.3,309.8,63.5,19.0,10.576,4.271,3.772,2.305,12.902,0.968,87.547,13.014,43.326,1.878,385.576,43.017,33.932,17.867,31.434,3.225,176.956,34.571,183.173,84.875,29.557,8.824,54.867,54.226,8.952,4.087,72.975,26.079,15.641,5.504,36.224,27.119,227.924,19.242,115.753,21.13,36.289,10.027,10.703,7.119,288.0,1681.0,28799.0,41251.0,0.0,0.0,0.0,11996.3,94946.0,551.0,83.0,19080.0,189.0,32.0,38888.0,32951.8,20625.8,29876.2,3075.7,7901963.0,21.2,13.9,8.9,6.6
1,2023,1,3,10,1,5.13,0.3,0.08,0.07,1.72,12.56,0.01,18.44,42.8,-1.77,274.3,44.33,63.33,10.664,4.961,3.922,2.433,8.168,0.756,75.337,12.824,36.015,1.741,334.959,41.8,31.844,21.602,24.606,2.918,153.857,31.417,148.796,74.411,28.993,9.32,53.633,54.449,6.174,3.217,72.602,26.071,11.312,4.561,33.177,25.344,178.73,17.061,90.023,17.314,21.851,6.673,8.947,6.541,154.0,969.0,12063.0,17608.0,0.0,0.0,0.0,8456.5,54394.0,397.0,65.0,9167.0,98.0,13.0,31324.0,21137.9,14569.0,18433.0,2705.0,5216195.0,29.6,24.3,8.3,8.7
1,2023,1,3,10,2,12.58,0.3,0.08,0.07,1.72,12.56,0.01,18.44,42.8,-1.77,274.3,44.33,63.33,10.664,4.961,3.922,2.433,8.168,0.756,75.337,12.824,36.015,1.741,334.959,41.8,31.844,21.602,24.606,2.918,153.857,31.417,148.796,74.411,28.993,9.32,53.633,54.449,6.174,3.217,72.602,26.071,11.312,4.561,33.177,25.344,178.73,17.061,90.023,17.314,21.851,6.673,8.947,6.541,154.0,969.0,12063.0,17608.0,0.0,0.0,0.0,8456.5,54394.0,397.0,65.0,9167.0,98.0,13.0,31324.0,21137.9,14569.0,18433.0,2705.0,5216195.0,29.6,24.3,8.3,8.7
1,2023,1,3,11,1,4.08,0.3,0.1,0.03,1.56,8.93,0.0,17.94,42.25,-2.85,437.8,83.5,26.0,6.458,3.155,3.897,2.567,7.2,0.58,60.899,11.462,22.797,1.819,258.419,33.826,32.84,22.959,23.478,2.934,132.633,31.573,127.531,67.922,20.305,6.48,71.01,75.959,5.731,2.808,59.766,23.434,7.668,3.475,30.683,24.834,153.86,15.722,66.83,14.037,13.821,5.292,5.235,4.171,70.0,198.0,1853.0,2508.0,0.0,0.0,0.0,5842.5,10969.0,170.0,14.0,896.0,31.0,1.0,27051.0,4020.1,3195.7,3322.0,698.1,1054306.0,32.8,27.6,8.0,11.1
1,2023,1,3,11,2,10.72,0.3,0.1,0.03,1.56,8.93,0.0,17.94,42.25,-2.85,437.8,83.5,26.0,6.458,3.155,3.897,2.567,7.2,0.58,60.899,11.462,22.797,1.819,258.419,33.826,32.84,22.959,23.478,2.934,132.633,31.573,127.531,67.922,20.305,6.48,71.01,75.959,5.731,2.808,59.766,23.434,7.668,3.475,30.683,24.834,153.86,15.722,66.83,14.037,13.821,5.292,5.235,4.171,70.0,198.0,1853.0,2508.0,0.0,0.0,0.0,5842.5,10969.0,170.0,14.0,896.0,31.0,1.0,27051.0,4020.1,3195.7,3322.0,698.1,1054306.0,32.8,27.6,8.0,11.1
1,2023,1,3,12,1,6.96,0.46,0.14,0.35,2.25,10.03,0.0,13.94,37.83,-4.15,1740.88,159.25,1.0,7.471,3.29,6.064,3.944,6.171,0.5,83.93,14.166,31.844,2.03,338.092,42.218,26.138,13.058,40.495,4.214,162.99,34.105,194.744,90.275,31.582,8.859,75.174,75.776,5.941,2.586,84.805,32.641,11.542,4.552,36.868,30.151,234.337,23.692,60.551,10.295,27.853,7.562,7.52,5.371,128.0,662.0,5625.0,7655.0,0.0,0.0,0.0,11370.7,28702.0,391.0,57.0,3474.0,65.0,6.0,31301.0,9999.8,8870.4,9028.4,971.6,2699424.0,25.5,19.4,8.2,7.5
1,2023,1,3,12,2,18.6,0.46,0.14,0.35,2.25,10.03,0.0,13.94,37.83,-4.15,1740.88,159.25,1.0,7.471,3.29,6.064,3.944,6.171,0.5,83.93,14.166,31.844,2.03,338.092,42.218,26.138,13.058,40.495,4.214,162.99,34.105,194.744,90.275,31.582,8.859,75.174,75.776,5.941,2.586,84.805,32.641,11.542,4.552,36.868,30.151,234.337,23.692,60.551,10.295,27.853,7.562,7.52,5.371,128.0,662.0,5625.0,7655.0,0.0,0.0,0.0,11370.7,28702.0,391.0,57.0,3474.0,65.0,6.0,31301.0,9999.8,8870.4,9028.4,971.6,2699424.0,25.5,19.4,8.2,7.5
1,2023,1,3,13,1,3.62,0.32,0.11,0.08,2.56,11.17,0.0,16.15,40.8,-5.9,539.4,70.0,23.0,8.682,3.841,3.459,2.177,6.595,0.484,78.757,13.376,30.35,1.72,337.968,39.477,34.543,19.899,25.388,2.77,140.295,29.727,155.426,76.25,26.881,8.522,63.348,65.767,6.569,3.013,62.207,24.334,10.155,3.854,30.965,25.2,191.041,17.437,95.974,18.169,19.873,5.34,8.712,6.181,137.0,893.0,17881.0,26451.0,0.0,0.0,0.0,2141.8,72883.0,393.0,63.0,14788.0,136.0,17.0,42926.0,29568.5,17182.3,26625.9,2942.7,6871903.0,19.4,12.9,8.9,5.2
1,2023,1,3,13,2,9.88,0.32,0.11,0.08,2.56,11.17,0.0,16.15,40.8,-5.9,539.4,70.0,23.0,8.682,3.841,3.459,2.177,6.595,0.484,78.757,13.376,30.35,1.72,337.968,39.477,34.543,19.899,25.388,2.77,140.295,29.727,155.426,76.25,26.881,8.522,63.348,65.767,6.569,3.013,62.207,24.334,10.155,3.854,30.965,25.2,191.041,17.437,95.974,18.169,19.873,5.34,8.712,6.181,137.0,893.0,17881.0,26451.0,0.0,0.0,0.0,2141.8,72883.0,393.0,63.0,14788.0,136.0,17.0,42926.0,29568.5,17182.3,26625.9,2942.7,6871903.0,19.4,12.9,8.9,5.2
1,2023,1,3,14,1,3.79,0.29,0.04,0.1,1.4,13.65,0.0,18.97,36.8,0.6,136.7,40.0,88.0,9.475,4.202,4.37,2.84,5.855,0.5,73.098,11.588,36.231,1.702,346.642,42.677,34.65,22.534,28.164,3.24,157.393,32.552,162.562,80.92,25.387,8.025,58.89,58.355,6.55,3.473,70.39,26.094,10.688,4.287,32.168,25.369,211.006,19.432,91.477,16.991,18.07,5.136,8.702,6.409,62.0,259.0,4367.0,6070.0,0.0,0.0,0.0,3100.1,18986.0,81.0,23.0,2740.0,13.0,9.0,30509.0,6132.8,4158.7,5349.1,783.8,1551692.0,30.5,24.2,8.5,5.9
1,2023,1,3,14,2,13.06,0.29,0.04,0.1,1.4,13.65,0.0,18.97,36.8,0.6,136.7,40.0,88.0,9.475,4.202,4.37,2.84,5.855,0.5,73.098,11.588,36.231,1.702,346.642,42.677,34.65,22.534,28.164,3.24,157.393,32.552,162.562,80.92,25.387,8.025,58.89,58.355,6.55,3.473,70.39,26.094,10.688,4.287,32.168,25.369,211.006,19.432,91.477,16.991,18.07,5.136,8.702,6.409,62.0,259.0,4367.0,6070.0,0.0,0.0,0.0,3100.1,18986.0,81.0,23.0,2740.0,13.0,9.0,30509.0,6132.8,4158.7,5349.1,783.8,1551692.0,30.5,24.2,8.5,5.9
1,2023,1,3,15,1,4.45,0.2,0.12,0.05,0.94,13.75,0.0,14.33,42.0,-5.9,767.6,115.0,2.0,6.547,3.023,4.266,2.861,3.866,0.273,72.319,12.717,38.643,1.756,418.342,47.113,27.26,14.724,29.435,3.199,145.905,33.035,233.747,107.877,34.849,10.835,69.926,71.925,12.453,4.389,94.356,35.073,8.813,3.332,31.238,23.589,232.235,21.401,58.743,12.267,26.394,7.641,6.642,4.831,17.0,141.0,697.0,1128.0,0.0,0.0,0.0,3801.6,11217.0,54.0,10.0,1241.0,15.0,2.0,41187.0,2653.8,1860.6,2389.9,263.9,672155.0,17.2,13.8,6.2,7.9
1,2023,1,3,15,2,17.94,0.2,0.12,0.05,0.94,13.75,0.0,14.33,42.0,-5.9,767.6,115.0,2.0,6.547,3.023,4.266,2.861,3.866,0.273,72.319,12.717,38.643,1.756,418.342,47.113,27.26,14.724,29.435,3.199,145.905,33.035,233.747,107.877,34.849,10.835,69.926,71.925,12.453,4.389,94.356,35.073,8.813,3.332,31.238,23.589,232.235,21.401,58.743,12.267,26.394,7.641,6.642,4.831,17.0,141.0,697.0,1128.0,0.0,0.0,0.0,3801.6,11217.0,54.0,10.0,1241.0,15.0,2.0,41187.0,2653.8,1860.6,2389.9,263.9,672155.0,17.2,13.8,6.2,7.9
1,2023,1,3,16,1,6.76,0.45,0.08,0.3,4.25,14.58,0.01,15.4,40.7,-3.47,1287.97,152.0,10.0,7.032,3.117,4.43,2.452,9.901,0.746,85.655,14.032,34.084,1.935,421.363,45.394,26.659,15.031,38.759,3.942,154.914,34.202,197.308,89.482,34.334,10.616,75.36,76.26,10.049,4.052,89.894,34.282,9.394,3.573,34.428,26.913,272.556,24.108,74.428,13.524,32.371,7.726,7.952,5.521,56.0,459.0,5411.0,7495.0,0.0,0.0,0.0,9643.2,31393.0,130.0,25.0,3984.0,28.0,4.0,42760.0,8632.9,6549.7,7965.6,667.1,2216302.0,15.5,10.2,5.6,7.6
1,2023,1,3,16,2,17.91,0.45,0.08,0.3,4.25,14.58,0.01,15.4,40.7,-3.47,1287.97,152.0,10.0,7.032,3.117,4.43,2.452,9.901,0.746,85.655,14.032,34.084,1.935,421.363,45.394,26.659,15.031,38.759,3.942,154.914,34.202,197.308,89.482,34.334,10.616,75.36,76.26,10.049,4.052,89.894,34.282,9.394,3.573,34.428,26.913,272.556,24.108,74.428,13.524,32.371,7.726,7.952,5.521,56.0,459.0,5411.0,7495.0,0.0,0.0,0.0,9643.2,31393.0,130.0,25.0,3984.0,28.0,4.0,42760.0,8632.9,6549.7,7965.6,667.1,2216302.0,15.5,10.2,5.6,7.6
1,2022,1,3,0,1,5.12,0.44,0.19,0.22,2.44,10.01,0.01,17.09,40.09,-1.12,540.65,88.03,42.59,7.283,3.696,3.271,2.804,8.399,0.735,68.065,12.864,30.298,1.837,310.015,39.977,27.929,18.72,28.233,3.432,136.378,32.998,162.75,83.217,24.859,8.377,58.361,69.365,7.154,3.478,73.596,29.103,9.778,3.928,28.317,25.951,192.999,19.523,73.031,15.213,24.422,7.585,7.755,6.489,1746.0,8502.0,119328.0,169276.0,0.0,0.0,0.0,166752.1,566601.0,3957.0,716.0,81136.0,946.0,154.0,32216.0,189013.4,133924.9,164380.0,24633.5,47486727.0,26.0,20.4,7.7,8.7
1,2022,1,3,0,2,14.14,0.44,0.19,0.22,2.44,10.01,0.01,17.09,40.09,-1.12,540.65,88.03,42.59,7.283,3.696,3.271,2.804,8.399,0.735,68.065,12.864,30.298,1.837,310.015,39.977,27.929,18.72,28.233,3.432,136.378,32.998,162.75,83.217,24.859,8.377,58.361,69.365,7.154,3.478,73.596,29.103,9.778,3.928,28.317,25.951,192.999,19.523,73.031,15.213,24.422,7.585,7.755,6.489,1746.0,8502.0,119328.0,169276.0,0.0,0.0,0.0,166752.1,566601.0,3957.0,716.0,81136.0,946.0,154.0,32216.0,189013.4,133924.9,164380.0,24633.5,47486727.0,26.0,20.4,7.7,8.7
1,2022,1,3,1,1,4.94,0.76,0.15,0.32,2.73,10.87,0.01,19.04,42.45,0.82,443.52,65.25,51.75,6.994,3.481,2.589,2.284,10.392,0.905,54.121,10.161,26.589,1.685,259.854,36.308,33.351,25.809,23.404,2.988,122.018,32.27,135.132,73.274,22.185,7.575,45.479,55.052,5.631,2.932,66.365,28.245,8.292,3.624,29.419,28.01,175.113,18.519,75.508,16.285,21.201,7.257,7.331,6.714,333.0,1218.0,21757.0,29393.0,0.0,0.0,0.0,24276.3,89325.0,912.0,121.0,14591.0,260.0,30.0,27446.0,32399.4,24810.4,26206.1,6193.3,8511167.0,35.8,29.1,11.3,12.3
